s_i,f_i,c_i
1,1,11
1,1,94
1,16,21
11,28,18
1,67,81
1,68,51
1,71,99
28,117,100
99,119,91
1,126,66
1,168,100
1,178,93
79,191,15
1,192,92
1,196,31
91,196,97
16,259,95
1,266,81
1,267,32
74,269,79
163,277,100
1,278,1
1,280,68
1,283,99
1,285,100
83,286,95
267,290,100
51,304,89
191,305,51
99,309,85
200,315,9
259,319,100
1,328,76
243,330,98
1,342,77
71,348,66
231,354,89
103,365,78
225,374,88
179,375,80
1,378,33
170,386,98
268,391,21
292,402,100
34,426,98
347,428,100
394,434,79
294,439,79
465,467,61
301,473,89
262,484,24
215,508,90
521,528,54
153,529,87
348,529,50
202,530,69
438,534,56
534,537,100
201,541,85
299,547,41
481,547,100
165,560,68
226,563,92
469,582,54
511,593,97
259,612,62
472,612,83
451,642,79
397,649,81
316,656,100
603,674,75
509,677,54
481,679,41
665,680,100
596,705,68
671,707,10
357,716,100
464,720,73
706,728,99
454,730,93
673,735,73
465,739,100
664,751,98
451,764,79
433,769,100
418,770,92
495,784,58
426,788,100
455,801,82
430,816,99
748,820,44
820,824,68
771,830,22
470,841,98
545,842,97
548,848,99
472,855,92
643,862,100
552,864,98
709,865,36
587,878,100
766,878,86
534,880,50
682,896,100
780,899,97
635,904,41
653,910,71
869,920,100
720,926,85
839,954,92
782,959,95
728,965,38
994,1036,100
664,1049,93
795,1057,96
928,1057,100
1029,1065,100
1018,1072,98
840,1079,100
854,1081,34
940,1090,10
888,1113,64
826,1115,78
1074,1117,92
830,1122,100
1053,1125,100
969,1141,89
990,1151,100
1108,1151,100
871,1155,72
776,1163,58
829,1179,99
1135,1179,100
1152,1182,100
842,1190,31
1020,1241,100
1165,1243,92
1206,1254,12
1139,1261,87
1035,1262,79
986,1277,100
917,1290,52
1085,1294,69
1024,1297,67
1104,1307,99
1310,1311,99
1069,1313,15
980,1320,100
994,1325,98
1021,1346,96
1207,1351,13
1065,1365,42
1076,1373,100
1041,1390,100
1119,1393,98
1328,1407,99
1217,1414,100
1259,1422,98
1219,1439,80
1128,1442,64
1442,1454,6
1372,1457,100
1439,1458,100
1312,1462,86
1179,1464,95
1418,1464,100
1115,1473,100
1246,1473,81
1102,1482,97
1218,1488,60
1194,1496,58
1422,1506,68
1140,1514,44
1374,1517,100
1239,1518,98
1176,1521,15
1384,1531,79
1443,1534,100
1279,1538,100
1409,1573,100
1339,1577,100
1594,1595,100
1247,1599,100
1457,1599,100
1261,1603,82
1369,1627,63
1629,1633,99
1544,1639,100
1269,1643,100
1629,1647,99
1659,1670,100
1433,1686,87
1320,1690,4
1562,1711,37
1572,1717,80
1359,1729,98
1601,1729,100
1679,1739,88
1377,1741,81
1415,1761,98
1669,1762,100
1599,1774,76
1419,1793,1
1447,1794,100
1716,1802,90
1714,1804,90
1550,1809,100
1580,1824,100
1583,1829,91
1542,1831,100
1595,1848,70
1590,1850,84
1594,1856,100
1700,1864,75
1673,1868,60
1697,1873,29
1506,1874,100
1798,1874,100
1829,1876,76
1580,1878,99
1567,1892,30
1644,1892,98
1543,1902,77
1906,1908,91
1578,1909,100
1712,1913,85
1530,1920,91
1716,1925,64
1902,1926,81
1752,1928,99
1866,1940,29
1582,1946,63
1716,1965,96
1735,1966,88
1805,1982,100
1836,1983,97
1918,1983,59
1816,1984,18
1806,1998,71
1693,2000,100
1702,2000,99
1702,2000,100
1768,2000,94
1775,2000,100
1860,2000,96
1869,2000,86
2000,2000,71
2000,2000,80
2000,2000,98
2000,2000,100
