s_i,f_i,c_i
1,1,44
1,1,100
1,30,48
1,42,94
1,46,69
55,112,14
87,130,91
1,147,77
104,167,97
167,168,99
74,172,69
78,174,100
1,186,25
130,193,15
93,196,100
52,199,100
1,222,63
156,243,74
42,245,72
1,264,100
1,265,100
126,270,92
44,276,51
100,283,68
76,290,64
217,304,48
1,308,98
70,311,81
56,322,57
19,330,16
321,337,57
197,346,100
267,348,32
161,350,98
73,351,29
1,356,86
301,358,100
1,362,41
78,371,98
159,372,67
79,383,100
237,404,8
157,410,99
213,423,100
338,437,100
240,445,100
363,461,70
155,470,92
222,470,88
109,471,99
219,479,39
290,480,87
93,482,100
406,498,56
137,504,94
231,525,93
383,525,97
382,530,76
204,541,81
484,542,100
330,548,84
381,561,94
520,564,79
191,571,47
253,571,94
213,575,40
199,583,100
250,587,72
555,594,63
322,597,29
596,600,72
427,605,97
457,615,63
447,623,91
618,623,83
362,657,86
653,658,25
383,659,100
613,675,59
514,708,99
583,719,90
536,723,68
370,730,29
418,730,90
346,735,26
684,748,35
710,748,29
590,749,100
636,753,92
662,757,93
489,759,71
717,762,91
437,763,12
512,779,15
751,783,42
625,785,6
514,787,39
773,796,87
609,822,44
774,825,96
661,867,53
472,871,100
605,877,52
681,880,50
496,895,30
818,897,17
881,910,15
661,922,100
646,929,95
576,933,24
701,942,99
637,945,21
692,946,31
657,958,100
874,969,91
778,971,100
737,977,97
790,984,40
898,984,98
669,987,100
795,989,99
821,1000,54
940,1012,100
770,1014,98
770,1018,86
780,1020,57
986,1029,100
891,1031,100
688,1033,97
1018,1034,65
973,1040,98
901,1041,58
702,1057,100
738,1061,100
1028,1068,96
830,1081,60
694,1092,58
998,1136,38
926,1143,74
1109,1158,98
1089,1162,100
1069,1163,96
963,1164,35
1115,1166,31
979,1177,100
1151,1190,99
994,1193,95
1042,1193,100
1066,1206,100
962,1211,71
1071,1213,67
845,1222,37
1122,1226,70
1108,1232,100
966,1267,100
1018,1278,100
928,1283,30
1157,1286,82
1055,1289,99
1134,1296,76
1298,1321,61
1130,1322,67
989,1323,99
1263,1331,100
949,1340,78
1099,1341,99
1231,1346,86
1309,1351,100
1241,1354,53
1329,1404,87
1130,1418,60
1168,1422,69
1197,1436,95
1221,1449,90
1358,1460,91
1097,1466,70
1116,1501,91
1175,1520,93
1534,1536,80
1532,1543,60
1536,1543,96
1340,1547,80
1449,1549,72
1364,1566,100
1510,1569,80
1249,1570,62
1519,1579,66
1437,1584,100
1463,1597,53
1517,1606,98
1601,1612,57
1245,1613,98
1413,1632,31
1554,1644,74
1268,1645,99
1396,1650,79
1409,1655,77
1568,1664,100
1308,1668,1
1444,1688,31
1570,1690,100
1571,1693,88
1343,1700,50
1601,1705,52
1575,1747,99
1463,1755,97
1701,1780,100
1623,1784,88
1783,1799,100
1718,1802,100
1526,1805,100
1590,1811,100
1780,1819,70
1620,1826,100
1685,1849,75
1702,1849,94
1625,1851,76
1690,1851,60
1839,1854,73
1636,1874,100
1865,1874,1
1820,1880,28
1851,1888,10
1622,1902,26
1668,1905,100
1594,1907,60
1710,1920,32
1693,1921,100
1807,1922,100
1840,1924,66
1863,1941,100
1925,1952,100
1708,1963,100
1896,1965,48
1814,1966,100
1723,1976,100
1889,1989,99
1884,1992,35
1909,1996,98
1731,2000,61
1737,2000,20
1778,2000,94
1840,2000,71
1844,2000,99
1860,2000,81
1921,2000,82
1927,2000,48
2000,2000,15
2000,2000,70
2000,2000,99
