s_i,f_i,c_i
12,35,56
69,81,90
1,82,99
42,85,58
27,133,26
1,141,95
80,142,99
1,145,92
1,171,91
132,174,84
170,203,83
1,218,24
220,226,58
142,228,88
218,229,31
15,242,34
17,249,76
1,261,90
179,279,73
158,287,79
106,298,100
274,304,98
156,312,13
209,312,94
21,326,24
66,328,50
217,335,9
57,343,49
72,343,71
1,353,67
1,369,97
294,379,94
270,381,75
45,396,17
398,400,82
37,411,12
56,420,88
65,425,99
64,432,24
226,447,20
77,452,4
373,462,92
269,465,15
211,472,93
231,479,85
148,487,100
321,492,99
105,498,35
246,507,99
499,522,15
192,523,7
314,529,22
517,534,79
324,572,100
526,572,97
539,581,22
398,586,25
204,589,59
459,591,64
437,592,100
364,610,100
465,617,49
361,625,79
354,631,100
589,641,93
662,666,92
617,672,80
505,684,75
562,690,87
468,695,97
389,703,23
701,709,83
321,712,80
606,718,98
620,724,100
368,732,41
700,739,54
355,746,90
662,763,59
414,764,19
376,765,92
549,775,100
462,783,97
594,795,85
663,798,100
618,811,40
672,817,35
632,823,87
546,831,92
498,844,40
747,886,45
616,898,20
666,906,53
873,907,100
908,918,82
531,925,41
837,925,63
698,930,8
685,934,95
914,941,98
783,944,99
710,954,100
968,984,100
794,1003,100
822,1013,83
932,1014,97
1013,1019,57
665,1020,98
690,1022,26
695,1026,100
942,1036,90
723,1041,76
1014,1045,91
823,1053,2
1039,1059,28
819,1062,10
988,1079,99
925,1082,42
836,1084,86
750,1087,48
1078,1094,82
1082,1094,83
956,1102,81
872,1105,1
1084,1105,97
988,1116,90
938,1119,11
823,1130,100
734,1132,97
990,1132,14
881,1134,7
848,1137,80
856,1141,33
969,1141,57
1026,1160,99
1067,1165,98
797,1168,36
1097,1173,70
975,1176,100
1100,1187,86
1077,1217,9
1186,1217,17
1078,1222,67
861,1224,38
1183,1235,46
1204,1238,95
1215,1245,32
903,1250,33
1083,1270,30
906,1281,6
1106,1299,47
1295,1300,90
1289,1314,100
1236,1318,100
1056,1334,99
996,1348,86
1318,1364,4
1161,1369,36
994,1380,73
1196,1380,100
1344,1384,100
1072,1391,100
1258,1391,79
1139,1402,44
1393,1413,74
1236,1428,100
1282,1429,100
1369,1432,96
1094,1442,91
1315,1445,100
1423,1450,64
1380,1474,99
1095,1485,77
1312,1485,100
1282,1486,60
1119,1495,77
1294,1496,100
1145,1506,96
1240,1506,90
1400,1527,92
1334,1535,72
1249,1550,5
1506,1567,83
1351,1571,91
1179,1575,20
1415,1579,67
1219,1581,69
1284,1589,97
1268,1595,100
1412,1595,97
1279,1600,28
1582,1600,89
1337,1609,99
1259,1614,98
1398,1617,100
1282,1618,99
1379,1621,96
1587,1632,100
1281,1634,52
1346,1668,89
1559,1668,68
1515,1687,91
1350,1688,40
1654,1703,100
1678,1710,59
1510,1713,99
1609,1713,17
1522,1716,98
1416,1717,99
1473,1727,99
1693,1729,50
1611,1733,71
1400,1741,60
1633,1745,99
1563,1752,100
1558,1763,50
1456,1772,3
1670,1777,63
1522,1786,87
1686,1787,100
1667,1798,100
1555,1804,100
1750,1818,60
1704,1821,98
1762,1826,91
1455,1828,60
1528,1842,78
1673,1843,90
1483,1864,67
1602,1881,99
1855,1899,56
1709,1900,100
1799,1921,43
1548,1931,100
1537,1934,70
1649,1943,22
1847,1970,93
1700,1985,26
1593,1986,64
1720,1991,96
1720,1992,96
1675,2000,100
1753,2000,81
1758,2000,100
1827,2000,91
1912,2000,78
1962,2000,88
1969,2000,35
1975,2000,43
2000,2000,96
