s_i,f_i,c_i
1,1,87
1,1,100
12,25,99
1,53,87
1,70,8
1,81,21
95,109,55
1,112,84
3,115,27
99,117,55
25,118,38
38,127,87
1,153,100
1,154,96
86,209,22
144,212,100
43,224,99
90,237,30
1,247,83
57,261,96
1,263,3
1,289,59
50,301,100
1,309,69
181,311,100
19,316,99
83,319,99
275,328,63
245,334,88
141,342,90
194,348,95
304,355,39
82,358,100
160,363,11
117,365,28
239,380,91
272,382,85
311,398,100
167,399,99
300,399,28
200,400,100
22,413,43
404,421,63
420,423,65
66,430,56
429,433,71
71,435,84
421,436,8
344,437,16
55,438,100
209,439,33
117,440,100
307,445,79
103,453,82
130,462,100
290,469,96
454,472,78
445,488,75
128,499,97
215,507,83
395,513,100
363,520,34
209,526,93
137,530,91
369,537,60
560,560,100
393,564,100
546,564,16
349,566,35
210,569,99
555,581,91
527,600,92
531,603,71
520,616,28
444,618,100
405,626,54
585,631,65
378,657,57
598,665,96
386,684,59
553,686,60
680,687,99
424,694,97
536,703,57
656,706,48
466,712,80
622,713,100
440,725,7
344,726,100
438,733,15
710,738,100
657,752,89
758,759,98
531,781,100
478,788,92
500,808,16
644,825,99
578,826,55
696,828,84
589,836,94
484,845,100
634,851,100
626,862,76
826,872,37
707,885,48
520,889,39
522,893,4
519,894,19
530,905,8
720,918,80
776,923,100
705,936,38
744,937,100
919,946,93
811,955,41
804,957,85
729,980,100
943,985,98
737,990,99
736,996,4
730,1000,2
637,1003,97
982,1004,92
713,1030,92
788,1037,100
877,1043,83
710,1046,97
726,1047,65
1031,1058,98
1011,1085,26
769,1089,91
704,1099,90
843,1116,76
923,1143,32
1143,1160,100
933,1162,99
797,1185,28
1174,1190,84
909,1192,99
919,1210,99
1126,1212,29
1023,1215,53
1182,1247,100
877,1268,98
883,1272,89
1084,1274,99
996,1293,51
977,1311,73
1018,1315,52
1260,1328,100
932,1331,48
1308,1331,74
1274,1332,99
982,1340,16
953,1341,49
1140,1355,92
1328,1356,89
1172,1362,100
1206,1364,63
977,1374,84
1141,1393,97
1114,1398,99
1191,1406,100
1402,1407,100
1299,1416,100
1281,1423,96
1367,1442,100
1080,1465,77
1275,1467,66
1139,1483,11
1139,1491,97
1158,1494,81
1282,1498,44
1122,1509,60
1453,1512,64
1496,1546,96
1149,1547,21
1183,1568,100
1207,1571,90
1183,1577,93
1489,1588,99
1270,1592,99
1255,1593,97
1371,1593,82
1409,1593,100
1364,1600,59
1531,1608,53
1232,1615,78
1312,1615,99
1337,1617,100
1573,1633,98
1280,1653,100
1537,1660,10
1586,1666,83
1625,1673,59
1650,1682,100
1503,1692,90
1625,1703,37
1408,1706,93
1429,1724,100
1517,1732,100
1690,1733,11
1597,1736,43
1370,1759,7
1626,1762,96
1419,1772,64
1702,1778,84
1738,1788,89
1743,1788,70
1688,1792,82
1616,1800,89
1779,1804,27
1774,1813,99
1582,1814,100
1778,1829,89
1772,1835,65
1629,1841,95
1527,1844,100
1599,1853,100
1491,1858,72
1759,1894,90
1546,1901,73
1634,1905,63
1534,1908,93
1817,1909,99
1898,1915,99
1813,1927,100
1642,1934,15
1917,1936,100
1770,1941,97
1730,1958,69
1743,1964,97
1800,1971,47
1581,1973,76
1751,1974,26
1783,1976,72
1662,1985,77
1625,1986,79
1609,1991,99
1664,2000,100
1678,2000,100
1764,2000,80
1770,2000,80
1817,2000,8
1859,2000,98
1899,2000,98
2000,2000,77
2000,2000,93
2000,2000,94
2000,2000,96
