s_i,f_i,c_i
1,1,11
50,51,100
1,101,48
106,110,100
38,116,98
1,126,96
1,133,19
70,165,86
49,175,100
94,185,74
32,187,100
153,209,100
140,214,11
148,218,31
1,227,100
143,228,98
1,260,15
233,262,91
1,275,60
99,298,60
288,299,99
1,305,100
220,334,94
311,335,100
240,355,31
1,367,100
350,370,100
216,371,87
178,382,100
385,399,88
143,419,43
333,425,51
80,442,56
63,446,96
270,446,100
195,454,49
255,454,100
304,455,7
356,459,74
85,478,26
278,492,38
448,502,19
202,503,98
376,517,100
297,539,100
193,542,95
513,561,95
420,573,69
313,584,91
258,594,100
236,604,98
605,618,100
446,624,65
537,631,60
540,646,95
431,673,60
347,683,97
464,699,100
490,704,100
549,718,54
350,719,99
440,724,92
368,726,14
555,744,100
687,744,73
423,747,98
699,751,100
482,757,71
624,762,100
400,766,48
423,768,76
522,768,100
430,775,99
778,787,100
424,790,100
465,802,48
541,805,100
561,818,100
682,833,88
466,854,62
829,860,92
475,873,100
700,877,97
547,882,32
506,890,19
828,898,41
808,906,51
853,922,36
697,924,96
554,927,100
650,943,100
881,944,56
730,945,100
669,951,93
711,957,77
816,961,86
961,964,98
686,988,45
841,989,43
723,998,2
737,1007,95
623,1015,82
685,1020,70
951,1023,13
1009,1023,40
849,1033,88
666,1047,45
977,1047,100
862,1057,89
997,1059,96
777,1081,33
1028,1088,98
1013,1098,92
1038,1104,18
844,1109,31
953,1118,100
1085,1131,26
1021,1141,66
864,1143,30
1049,1153,66
1043,1156,100
772,1161,92
1136,1162,86
1054,1164,100
877,1173,95
1089,1177,86
1121,1178,99
1063,1188,18
995,1205,82
938,1214,98
1045,1219,32
945,1221,100
947,1221,97
1216,1221,100
1057,1230,79
1151,1242,15
852,1247,39
1144,1247,92
976,1249,100
1208,1252,90
908,1254,92
1242,1254,90
1170,1255,100
1178,1255,97
1111,1262,88
1205,1267,49
973,1270,78
1133,1270,19
928,1281,70
911,1288,80
1212,1301,53
989,1327,7
1202,1333,65
952,1342,70
1322,1346,9
1069,1359,50
1310,1359,14
1168,1360,50
1051,1363,10
1304,1373,71
1075,1377,86
1161,1401,73
1197,1402,100
1385,1402,32
1209,1413,53
1245,1414,40
1147,1422,4
1313,1437,78
1412,1457,100
1161,1467,97
1096,1479,50
1272,1479,97
1444,1482,100
1324,1495,38
1256,1498,77
1200,1502,100
1421,1508,99
1388,1519,91
1517,1524,84
1392,1525,53
1259,1530,83
1457,1533,100
1416,1542,50
1344,1552,67
1431,1552,53
1204,1562,99
1304,1594,94
1443,1603,39
1454,1610,100
1530,1615,100
1511,1618,99
1481,1621,100
1347,1635,61
1601,1653,100
1314,1663,28
1635,1684,87
1319,1689,92
1496,1691,97
1438,1692,100
1460,1697,71
1508,1698,100
1421,1720,94
1504,1727,69
1371,1730,98
1447,1733,100
1643,1736,86
1375,1744,82
1588,1771,24
1505,1778,74
1437,1794,95
1588,1801,15
1681,1802,68
1697,1809,76
1535,1831,100
1532,1837,100
1603,1844,97
1839,1846,99
1479,1857,96
1841,1857,57
1786,1863,96
1744,1892,99
1863,1909,100
1591,1911,18
1883,1929,100
1899,1932,67
1928,1933,88
1837,1937,100
1561,1944,97
1561,1955,76
1883,1982,90
1911,1986,92
1837,1989,99
1910,1994,80
1907,1996,100
1788,1999,65
1694,2000,98
1702,2000,99
1784,2000,100
1797,2000,69
1804,2000,25
1836,2000,45
1844,2000,5
1877,2000,88
1882,2000,77
1927,2000,7
1928,2000,54
1948,2000,100
1995,2000,100
2000,2000,95
2000,2000,100
