s_i,f_i,c_i
1,10,64
1,21,65
1,27,93
1,31,70
1,37,70
49,90,98
1,98,96
76,105,8
86,151,100
1,152,100
62,155,6
60,166,97
1,200,96
1,206,76
141,207,99
94,213,91
1,221,9
171,227,59
230,236,100
1,240,67
118,242,100
250,256,100
236,259,83
1,272,68
8,297,16
1,305,60
8,305,100
184,320,41
52,325,52
140,326,39
127,330,97
256,360,100
245,365,36
129,368,41
270,369,97
311,413,100
355,419,100
253,438,100
166,441,83
149,458,100
201,468,25
414,468,94
447,469,53
131,474,75
374,478,100
379,479,58
134,482,100
471,490,39
137,496,64
444,510,100
279,518,23
261,520,100
444,538,71
349,551,92
383,556,17
384,560,15
508,561,99
537,569,75
196,573,32
536,573,98
358,580,100
420,585,63
463,586,90
484,588,100
316,592,3
364,597,91
332,606,19
489,627,96
479,652,80
484,655,64
641,656,37
316,662,99
537,663,91
318,665,89
647,671,98
561,672,100
657,683,100
489,684,95
379,712,100
345,713,72
667,736,87
669,740,99
431,744,51
733,744,100
464,747,100
381,750,94
716,750,98
420,754,96
508,757,18
489,759,78
501,759,81
599,765,100
659,765,100
448,780,99
412,787,100
595,789,99
558,804,94
616,804,14
417,809,94
556,817,95
462,834,100
571,834,100
627,835,35
773,844,77
844,850,100
601,866,31
731,892,2
723,893,96
687,906,74
888,935,100
617,953,90
744,953,2
941,971,52
619,980,100
636,983,72
829,997,100
976,1003,83
951,1010,98
940,1017,100
889,1030,100
731,1039,93
953,1043,37
942,1054,88
1057,1061,91
759,1066,100
947,1088,37
874,1095,92
1087,1111,65
922,1113,64
1017,1127,98
1011,1131,44
946,1140,1
1002,1141,98
925,1149,85
1042,1203,82
1074,1209,98
1118,1225,100
939,1228,81
963,1229,81
1190,1233,40
1088,1239,93
1023,1246,78
868,1248,94
974,1249,100
1101,1265,87
1170,1265,99
879,1274,100
996,1290,100
1277,1290,100
1246,1325,46
1019,1339,66
1131,1346,19
1198,1346,93
1081,1347,40
1155,1353,100
1159,1378,92
1225,1378,37
1039,1399,89
1376,1412,25
1301,1414,94
1392,1417,65
1063,1431,75
1354,1431,35
1359,1433,71
1322,1438,99
1269,1439,67
1257,1446,87
1310,1450,100
1141,1454,18
1300,1459,89
1411,1466,22
1192,1476,75
1391,1489,14
1462,1489,22
1488,1492,78
1402,1497,52
1346,1498,11
1277,1521,99
1417,1531,90
1404,1532,69
1366,1533,19
1170,1548,100
1399,1553,92
1430,1561,100
1289,1570,100
1265,1574,14
1426,1578,77
1471,1584,65
1490,1591,100
1479,1600,76
1538,1625,100
1359,1651,64
1387,1655,93
1473,1658,84
1590,1679,66
1638,1692,56
1548,1693,30
1385,1702,100
1690,1708,96
1365,1718,95
1584,1721,70
1593,1726,79
1411,1729,91
1584,1736,33
1560,1743,100
1705,1747,61
1687,1750,93
1557,1754,57
1669,1754,100
1452,1785,57
1480,1789,93
1539,1789,100
1495,1810,95
1417,1812,100
1620,1817,24
1724,1818,51
1819,1822,75
1763,1845,30
1837,1856,97
1573,1870,83
1807,1878,33
1853,1881,7
1812,1882,98
1643,1885,57
1750,1901,90
1644,1904,76
1667,1921,58
1773,1921,96
1562,1925,70
1841,1928,100
1586,1929,30
1631,1934,100
1905,1959,85
1778,1962,68
1643,1971,100
1797,1971,70
1871,1979,98
1821,1982,97
1686,2000,49
1764,2000,90
1776,2000,91
1807,2000,75
1832,2000,68
1927,2000,4
1943,2000,91
1947,2000,93
1948,2000,47
1990,2000,53
1990,2000,95
2000,2000,44
