s_i,f_i,c_i
1,1,85
12,33,81
1,36,100
36,71,100
19,104,5
14,106,27
18,129,71
123,144,100
90,168,97
94,194,85
196,199,100
109,200,18
184,208,89
1,222,98
55,229,99
1,239,100
20,250,51
31,257,13
88,262,28
34,269,100
252,275,96
121,284,100
92,298,100
256,299,69
266,302,100
243,312,76
169,321,83
122,323,100
9,341,94
1,343,84
1,349,76
306,370,61
47,377,100
118,381,96
309,400,100
38,401,90
16,409,100
91,416,100
420,427,47
130,442,93
435,442,3
150,476,38
186,479,74
355,490,56
423,495,98
154,510,95
487,511,98
383,531,52
537,546,100
480,549,74
257,569,100
542,573,38
199,579,95
213,586,83
239,617,90
283,632,100
615,638,6
479,642,100
483,653,100
607,659,100
355,661,63
412,671,26
630,675,100
459,683,81
341,688,98
332,700,91
588,714,96
404,715,100
641,730,6
660,740,64
695,745,82
721,746,98
362,757,92
370,763,37
657,763,75
725,765,97
764,766,100
573,767,77
654,776,41
488,778,62
426,795,66
783,826,56
539,830,47
647,839,30
742,843,30
760,849,100
726,856,12
768,859,19
747,870,87
792,883,97
885,885,61
501,891,82
576,909,55
589,917,81
709,926,94
583,935,89
673,936,96
855,937,64
828,953,80
786,968,100
971,972,98
878,981,28
844,985,94
962,985,96
879,1005,70
849,1008,61
724,1013,6
834,1013,100
902,1026,88
1005,1037,90
661,1045,65
826,1049,99
972,1050,100
908,1074,74
702,1095,100
814,1097,90
949,1114,18
1033,1117,64
819,1119,91
982,1126,55
900,1131,23
783,1137,63
822,1138,88
990,1151,49
959,1169,87
830,1180,46
806,1183,99
820,1190,2
876,1190,98
1140,1194,99
1030,1218,95
1025,1229,3
1135,1238,100
1029,1241,100
1072,1241,99
942,1242,40
945,1247,35
900,1254,82
921,1257,99
961,1269,80
901,1285,88
1095,1301,92
1221,1301,100
1184,1308,100
1061,1311,100
1195,1312,98
984,1314,19
1284,1314,98
1002,1329,90
947,1331,78
983,1334,61
1337,1342,36
1020,1358,51
1171,1360,100
1283,1376,40
1337,1393,95
1186,1400,76
1123,1403,79
1314,1405,34
1018,1415,99
1064,1416,4
1086,1417,100
1211,1424,100
1290,1426,96
1031,1427,100
1148,1429,58
1107,1434,47
1141,1440,100
1172,1444,89
1393,1464,100
1082,1465,63
1318,1466,94
1389,1500,73
1308,1505,77
1159,1509,31
1317,1513,100
1358,1513,76
1242,1514,96
1492,1514,91
1267,1521,35
1211,1522,100
1314,1524,78
1354,1529,27
1266,1539,46
1158,1542,87
1208,1543,95
1520,1558,15
1351,1559,100
1278,1560,85
1321,1590,32
1380,1626,82
1440,1634,34
1442,1646,86
1361,1653,77
1546,1656,63
1526,1657,48
1423,1659,99
1493,1678,7
1495,1689,100
1349,1696,100
1509,1710,87
1384,1732,99
1662,1752,98
1518,1763,37
1740,1770,42
1651,1771,87
1734,1772,100
1451,1784,69
1719,1795,99
1405,1796,5
1557,1823,62
1689,1845,100
1726,1862,12
1796,1866,50
1768,1879,100
1524,1883,15
1692,1895,38
1725,1899,17
1612,1902,98
1657,1906,69
1754,1913,58
1568,1915,97
1565,1916,71
1684,1922,43
1661,1928,5
1789,1951,100
1763,1957,99
1852,1958,90
1673,1973,81
1620,1981,40
1633,1988,91
1727,1990,43
1955,1993,96
1865,1995,100
1994,1996,54
1924,1997,100
1653,2000,98
1681,2000,71
1696,2000,99
1702,2000,98
1727,2000,68
1747,2000,99
1816,2000,79
1883,2000,39
1890,2000,86
1917,2000,58
1917,2000,79
1979,2000,81
2000,2000,84
2000,2000,93
